ApsimVersion = 7.7
Title = Rice-wheat
           Date           year            day            esw        no3_Tot     crop_stage            dae  total_biomass storage_organs     rice_yield        N_avail           rain         dul(1)          sw(1)          no3()         NH4(1)         NH4(2)         NH4(3)         NH4(4)         NH4(5)         NH4(6)          drain     irrigation     wheat_biom    wheat_yield         runoff     fertiliser          nh4()      LAI(rice)     LAI(wheat)     leaftotaln           nflv sw_stress_expan sw_stress_photo sw_stress_pheno
   (dd/mm/yyyy)         (year)          (day)           (mm)        (kg/ha)             ()            (d)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)           (mm)        (mm/mm)        (mm/mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)           (mm)           (mm)        (kg/ha)        (kg/ha)           (mm)        (kg/ha)        (kg/ha)             ()      (m^2/m^2)        (g/m^2)             ()              ()              ()              ()
     05/12/2001           2001            339        197.838           14.1              0              0            0.0            0.0            0.0            5.4          0.000          0.386          0.315           14.1            0.9            0.3            0.2            0.1            0.0            0.0          0.229          0.000            0.0            0.0          0.000            0.0            1.5          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     06/12/2001           2001            340        197.383           14.7              0              0            0.0            0.0            0.0            5.8          0.000          0.386          0.314           14.7            0.9            0.3            0.2            0.1            0.0            0.0          0.179          0.000            0.0            0.0          0.000            0.0            1.5          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     07/12/2001           2001            341        196.975           15.3              0              0            0.0            0.0            0.0            6.1          0.000          0.386          0.313           15.3            0.9            0.3            0.2            0.1            0.0            0.0          0.139          0.000            0.0            0.0          0.000            0.0            1.5          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     08/12/2001           2001            342        196.605           15.8              0              0            0.0            0.0            0.0            6.5          0.000          0.386          0.312           15.8            0.9            0.3            0.2            0.1            0.0            0.0          0.106         60.000            0.0            0.0          0.000           40.0            1.5          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     09/12/2001           2001            343        237.159           17.2              0              0            0.0            0.0            0.0           23.0          0.000          0.386          0.423           17.2           17.6            4.4            1.0            0.1            0.0            0.0          0.202          0.000            0.0            0.0         17.361            0.0           23.1          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     10/12/2001           2001            344        234.995           23.7              0              0            0.0            0.0            0.0           28.6          0.000          0.386          0.401           23.7           17.4            6.6            1.4            0.1            0.0            0.0          0.422          0.000            0.0            0.0          0.000            0.0           25.4          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     11/12/2001           2001            345        232.363           30.2              0              0            0.0            0.0            0.0           30.1          0.000          0.386          0.384           30.2           13.9            7.0            1.4            0.1            0.0            0.0          0.717          0.000            0.0            0.0          0.000            0.0           22.3          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     12/12/2001           2001            346        229.834           36.1              0              0            0.0            0.0            0.0           30.3          0.000          0.386          0.375           36.1           10.3            5.9            1.2            0.1            0.0            0.0          1.032          0.000            0.0            0.0          0.000            0.0           17.6          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     13/12/2001           2001            347        227.720           40.9              0              0            0.0            0.0            0.0           30.2          0.000          0.386          0.370           40.9            7.4            4.6            1.0            0.1            0.0            0.0          1.320          0.000            4.6            0.0          0.000            0.0           13.1          0.000          0.020           0.02          0.000           0.000           0.000           0.000
     14/12/2001           2001            348        225.471           44.2              0              0            0.0            0.0            0.0           29.8          0.000          0.386          0.366           44.2            5.3            3.5            0.8            0.1            0.0            0.0          1.551          0.000            6.4            0.0          0.000            0.0            9.8          0.000          0.023           0.03          0.000           0.000           0.000           0.000
     15/12/2001           2001            349        223.127           46.5              0              0            0.0            0.0            0.0           29.5          0.000          0.386          0.362           46.5            3.9            2.8            0.7            0.1            0.0            0.0          1.709          0.000            8.7            0.0          0.000            0.0            7.4          0.000          0.027           0.03          0.000           0.000           0.000           0.000
     16/12/2001           2001            350        220.738           48.2              0              0            0.0            0.0            0.0           29.4          0.000          0.386          0.359           48.2            2.9            2.1            0.6            0.1            0.0            0.0          1.792          0.000           11.4            0.0          0.000            0.0            5.7          0.000          0.031           0.04          0.000           0.000           0.000           0.000
     17/12/2001           2001            351        218.372           49.5              0              0            0.0            0.0            0.0           29.3          0.000          0.386          0.356           49.5            2.2            1.7            0.5            0.1            0.0            0.0          1.805          0.000           14.4            0.0          0.000            0.0            4.4          0.000          0.036           0.05          0.000           0.000           0.000           0.000
     18/12/2001           2001            352        216.073           50.5              0              0            0.0            0.0            0.0           29.4          0.000          0.386          0.353           50.5            1.8            1.3            0.4            0.1            0.0            0.0          1.758          0.000           18.2            0.0          0.000            0.0            3.6          0.000          0.042           0.07          0.000           0.000           0.000           0.000
     19/12/2001           2001            353        213.912           51.2              0              0            0.0            0.0            0.0           29.5          0.000          0.386          0.350           51.2            1.6            1.1            0.3            0.1            0.0            0.0          1.666          0.000           22.6            0.0          0.000            0.0            3.1          0.000          0.049           0.08          0.000           0.000           0.000           0.000
     20/12/2001           2001            354        211.877           51.8              0              0            0.0            0.0            0.0           29.7          0.000          0.386          0.348           51.8            1.5            0.9            0.3            0.1            0.0            0.0          1.542          0.000           27.0            0.0          0.000            0.0            2.8          0.000          0.056           0.10          0.000           0.000           0.000           0.000
     21/12/2001           2001            355        210.003           52.3              0              0            0.0            0.0            0.0           29.9          0.000          0.386          0.345           52.3            1.4            0.8            0.3            0.1            0.0            0.0          1.397          0.000           32.2            0.0          0.000            0.0            2.5          0.000          0.065           0.11          0.000           0.000           0.000           0.000
     22/12/2001           2001            356        208.284           52.7              0              0            0.0            0.0            0.0           30.0          0.000          0.386          0.343           52.7            1.4            0.7            0.3            0.1            0.0            0.0          1.243          0.000           38.2            0.0          0.000            0.0            2.4          0.000          0.074           0.13          0.000           0.000           0.000           0.000
     23/12/2001           2001            357        206.685           52.9              0              0            0.0            0.0            0.0           30.0          0.000          0.386          0.341           52.9            1.3            0.6            0.2            0.1            0.0            0.0          1.088          0.000           45.7            0.0          0.000            0.0            2.2          0.000          0.087           0.16          0.000           0.000           0.000           0.000
     24/12/2001           2001            358        205.236           53.1              0              0            0.0            0.0            0.0           30.1          0.000          0.386          0.339           53.1            1.3            0.5            0.2            0.1            0.0            0.0          0.938          0.000           53.4            0.0          0.000            0.0            2.1          0.000          0.099           0.18          0.000           0.000           0.000           0.000
     25/12/2001           2001            359        203.854           53.2              0              0            0.0            0.0            0.0           30.0          0.000          0.386          0.337           53.2            1.2            0.5            0.2            0.1            0.0            0.0          0.797          0.000           63.6            0.0          0.000            0.0            2.0          0.000          0.115           0.21          0.000           0.000           0.000           0.000
     26/12/2001           2001            360        202.603           53.1              0              0            0.0            0.0            0.0           29.9          0.000          0.386          0.334           53.1            1.2            0.5            0.2            0.1            0.0            0.0          0.668          0.000           75.3            0.0          0.000            0.0            2.0          0.000          0.133           0.25          0.000           0.000           0.000           0.000
     27/12/2001           2001            361        201.357           53.0              0              0            0.0            0.0            0.0           29.7          0.000          0.386          0.332           53.0            1.2            0.4            0.2            0.1            0.0            0.0          0.553          0.000           89.8            0.0          0.000            0.0            1.9          0.000          0.156           0.29          0.000           0.000           0.000           0.000
     28/12/2001           2001            362        237.881           52.9              0              0            0.0            0.0            0.0           34.3          0.000          0.386          0.421           52.9           13.0            3.5            0.8            0.1            0.0            0.0          0.574         60.000          106.6            0.0         20.400           30.0           17.4          0.000          0.182           0.34          0.000           0.000           0.000           0.000
     29/12/2001           2001            363        234.924           56.3              0              0            0.0            0.0            0.0           37.3          0.000          0.386          0.398           56.3           13.1            5.1            1.0            0.1            0.0            0.0          0.725          0.000          125.5            0.0          0.000            0.0           19.3          0.000          0.212           0.39          0.000           0.000           0.000           0.000
     30/12/2001           2001            364        231.497           59.7              0              0            0.0            0.0            0.0           37.6          0.000          0.386          0.381           59.7           10.9            5.2            1.1            0.1            0.0            0.0          0.958          0.000          147.3            0.0          0.000            0.0           17.2          0.000          0.246           0.46          0.000           0.000           0.000           0.000
     31/12/2001           2001            365        228.488           62.8              0              0            0.0            0.0            0.0           37.1          0.000          0.386          0.372           62.8            8.5            4.2            0.9            0.1            0.0            0.0          1.214          0.000          172.5            0.0          0.000            0.0           13.7          0.000          0.286           0.53          0.000           0.000           0.000           0.000
     01/01/2002           2002              1        225.643           64.8              0              0            0.0            0.0            0.0           36.1          0.000          0.386          0.366           64.8            6.4            3.4            0.8            0.1            0.0            0.0          1.446          0.000          200.9            0.0          0.000            0.0           10.6          0.000          0.331           0.61          0.000           0.000           0.000           0.000
     02/01/2002           2002              2        222.582           65.7              0              0            0.0            0.0            0.0           34.9          0.000          0.386          0.361           65.7            4.8            2.7            0.7            0.1            0.0            0.0          1.622          0.000          235.1            0.0          0.000            0.0            8.3          0.000          0.384           0.70          0.000           0.000           0.000           0.000
     03/01/2002           2002              3        219.344           65.9              0              0            0.0            0.0            0.0           33.7          0.000          0.386          0.355           65.9            3.7            2.2            0.6            0.1            0.0            0.0          1.727          0.000          275.0            0.0          0.000            0.0            6.6          0.000          0.447           0.81          0.000           0.000           0.000           0.000
     04/01/2002           2002              4        216.245           65.8              0              0            0.0            0.0            0.0           32.7          0.000          0.386          0.351           65.8            2.9            1.8            0.5            0.1            0.0            0.0          1.756          0.000          311.7            0.0          0.000            0.0            5.2          0.000          0.504           0.91          0.000           0.000           0.000           0.000
     05/01/2002           2002              5        213.061           65.1              0              0            0.0            0.0            0.0           31.6          0.000          0.386          0.347           65.1            2.3            1.4            0.4            0.1            0.0            0.0          1.715          0.000          357.6            0.0          0.000            0.0            4.2          0.000          0.576           1.03          0.000           0.000           0.000           0.000
     06/01/2002           2002              6        209.857           63.9              0              0            0.0            0.0            0.0           30.4          0.000          0.386          0.342           63.9            2.0            1.2            0.4            0.1            0.0            0.0          1.615          0.000          411.2            0.0          0.000            0.0            3.5          0.000          0.659           1.17          0.000           0.000           0.000           0.000
     07/01/2002           2002              7        207.080           62.7              0              0            0.0            0.0            0.0           29.5          0.000          0.386          0.338           62.7            1.7            1.0            0.3            0.1            0.0            0.0          1.472          0.000          463.1            0.0          0.000            0.0            3.1          0.000          0.739           1.30          0.000           0.000           0.000           0.000
     08/01/2002           2002              8        204.348           61.3              0              0            0.0            0.0            0.0           28.5          0.000          0.386          0.335           61.3            1.6            0.8            0.3            0.1            0.0            0.0          1.302          0.000          520.6            0.0          0.000            0.0            2.8          0.000          0.828           1.44          0.000           0.000           0.000           0.000
     09/01/2002           2002              9        201.512           59.4              0              0            0.0            0.0            0.0           27.3          0.000          0.386          0.331           59.4            1.5            0.7            0.3            0.1            0.0            0.0          1.122          0.000          591.2            0.0          0.000            0.0            2.6          0.000          0.936           1.61          0.000           0.000           0.000           0.000
     10/01/2002           2002             10        198.488           57.1              0              0            0.0            0.0            0.0           25.9          0.000          0.386          0.326           57.1            1.5            0.6            0.3            0.1            0.0            0.0          0.943          0.000          671.4            0.0          0.000            0.0            2.4          0.000          1.060           1.80          0.000           0.000           0.000           0.000
     11/01/2002           2002             11        195.381           54.8              0              0            0.0            0.0            0.0           24.6          0.000          0.386          0.322           54.8            1.4            0.6            0.2            0.1            0.0            0.0          0.770          0.000          758.6            0.0          0.000            0.0            2.3          0.000          1.188           2.00          0.000           0.000           0.000           0.000
     12/01/2002           2002             12        192.206           52.1              0              0            0.0            0.0            0.0           23.1          0.000          0.386          0.317           52.1            1.4            0.5            0.2            0.1            0.0            0.0          0.616          0.000          855.2            0.0          0.000            0.0            2.2          0.000          1.321           2.21          0.000           0.000           0.000           0.000
     13/01/2002           2002             13        189.012           49.5              0              0            0.0            0.0            0.0           21.7          0.000          0.386          0.312           49.5            1.4            0.5            0.2            0.1            0.0            0.0          0.485          0.000          957.7            0.0          0.000            0.0            2.1          0.000          1.448           2.40          0.000           0.000           0.000           0.000
     14/01/2002           2002             14        185.893           47.0              0              0            0.0            0.0            0.0           20.4          0.000          0.386          0.308           47.0            1.4            0.4            0.2            0.1            0.0            0.0          0.377          0.000         1060.6            0.0          0.000            0.0            2.1          0.000          1.562           2.56          0.000           0.000           0.000           0.000
     15/01/2002           2002             15        182.801           44.5              0              0            0.0            0.0            0.0           19.1          0.000          0.386          0.303           44.5            1.3            0.4            0.2            0.1            0.0            0.0          0.290          0.000         1176.2            0.0          0.000            0.0            2.0          0.000          1.675           2.71          0.000           0.000           0.000           0.000
     16/01/2002           2002             16        179.663           42.5              0              0            0.0            0.0            0.0           18.1          0.000          0.386          0.299           42.5            1.3            0.4            0.2            0.1            0.0            0.0          0.222          0.000         1300.7            0.0          0.000            0.0            2.0          0.000          1.775           2.82          0.000           0.000           0.000           0.000
     17/01/2002           2002             17        220.666           39.6              0              0            0.0            0.0            0.0           24.5          0.000          0.386          0.425           39.6           13.2            3.6            0.6            0.1            0.0            0.0          0.168         60.000         1429.1            0.0         15.468           30.0           17.4          0.000          1.859           2.90          0.000           0.000           0.000           0.000
     18/01/2002           2002             18        217.796           42.0              0              0            0.0            0.0            0.0           27.7          0.000          0.386          0.404           42.0           13.8            5.3            0.7            0.1            0.0            0.0          0.126          0.000         1544.6            0.0          0.000            0.0           19.9          0.000          1.914           2.91          0.000           0.000           0.000           0.000
     19/01/2002           2002             19        214.293           44.4              0              0            0.0            0.0            0.0           27.6          0.000          0.386          0.388           44.4           11.8            5.3            0.7            0.1            0.0            0.0          0.092          0.000         1679.1            0.0          0.000            0.0           17.9          0.000          1.963           2.89          0.000           0.000           0.000           0.000
     20/01/2002           2002             20        210.803           46.7              0              0            0.0            0.0            0.0           26.7          0.000          0.386          0.378           46.7            9.3            4.4            0.7            0.1            0.0            0.0          0.065          0.000         1816.3            0.0          0.000            0.0           14.4          0.000          1.996           2.87          0.000           0.000           0.000           0.000
     21/01/2002           2002             21        207.299           48.0              0              0            0.0            0.0            0.0           25.4          0.000          0.386          0.369           48.0            7.1            3.6            0.6            0.1            0.0            0.0          0.045          0.000         1954.1            0.0          0.000            0.0           11.3          0.000          2.014           2.85          0.000           0.000           0.000           0.000
     22/01/2002           2002             22        203.807           48.6              0              0            0.0            0.0            0.0           24.0          0.000          0.386          0.359           48.6            5.3            2.8            0.5            0.1            0.0            0.0          0.032          0.000         2092.6            0.0          0.000            0.0            8.8          0.000          2.016           2.83          0.000           0.000           0.000           0.000
     23/01/2002           2002             23        201.080           49.0              0              0            0.0            0.0            0.0           23.0          0.000          0.386          0.351           49.0            4.0            2.3            0.5            0.1            0.0            0.0          0.022          0.000         2217.0            0.0          0.000            0.0            6.8          0.000          2.003           2.81          0.000           0.000           0.000           0.000
     24/01/2002           2002             24        209.053           48.8              0              0            0.0            0.0            0.0           21.1         11.000          0.386          0.403           48.8            2.8            1.8            0.4            0.1            0.0            0.0          0.016          0.000         2341.0            0.0          0.000            0.0            5.0          0.000          1.986           2.79          0.000           0.000           0.000           0.000
     25/01/2002           2002             25        204.661           48.0              0              0            0.0            0.0            0.0           19.5          0.000          0.386          0.385           48.0            2.1            1.4            0.3            0.1            0.0            0.0          0.011          0.000         2486.2            0.0          0.000            0.0            3.8          0.000          1.970           2.77          0.000           0.000           0.000           0.000
     26/01/2002           2002             26        199.545           46.9              0              0            0.0            0.0            0.0           18.4          0.000          0.386          0.371           46.9            1.6            1.1            0.3            0.1            0.0            0.0          0.008          0.000         2638.4            0.0          0.000            0.0            3.1          0.000          1.954           2.75          0.000           0.000           0.000           0.000
     27/01/2002           2002             27        194.829           45.8              0              0            0.0            0.0            0.0           17.5          0.000          0.386          0.360           45.8            1.3            0.9            0.3            0.1            0.0            0.0          0.005          0.000         2787.7            0.0          0.000            0.0            2.5          0.000          1.936           2.73          0.000           0.000           0.000           0.000
     28/01/2002           2002             28        190.826           45.3              0              0            0.0            0.0            0.0           17.1          0.000          0.386          0.350           45.3            1.1            0.8            0.2            0.0            0.0            0.0          0.004          0.000         2911.5            0.0          0.000            0.0            2.1          0.000          1.917           2.70          0.000           0.000           0.000           0.000
     29/01/2002           2002             29        188.856           44.9              0              0            0.0            0.0            0.0           16.7          2.000          0.386          0.352           44.9            0.9            0.6            0.2            0.0            0.0            0.0          0.003          0.000         3035.3            0.0          0.000            0.0            1.8          0.000          1.898           2.68          0.000           0.000           0.000           0.000
     30/01/2002           2002             30        194.097           44.5              0              0            0.0            0.0            0.0           15.9          9.000          0.386          0.392           44.5            0.7            0.6            0.2            0.0            0.0            0.0          0.002          0.000         3159.2            0.0          0.000            0.0            1.5          0.000          1.878           2.66          0.000           0.000           0.000           0.000
     31/01/2002           2002             31        188.843           43.9              0              0            0.0            0.0            0.0           15.4          0.000          0.386          0.375           43.9            0.7            0.5            0.2            0.0            0.0            0.0          0.000          0.000         3311.0            0.0          0.000            0.0            1.4          0.000          1.859           2.63          0.000           0.000           0.000           0.000
     01/02/2002           2002             32        183.638           43.4              0              0            0.0            0.0            0.0           15.1          0.000          0.386          0.360           43.4            0.7            0.4            0.2            0.0            0.0            0.0          0.000          0.000         3460.3            0.0          0.000            0.0            1.4          0.000          1.841           2.61          0.000           0.000           0.000           0.000
     02/02/2002           2002             33        178.271           43.0              0              0            0.0            0.0            0.0           15.0          0.000          0.386          0.346           43.0            0.7            0.4            0.2            0.0            0.0            0.0          0.000          0.000         3612.5            0.0          0.000            0.0            1.4          0.000          1.823           2.59          0.000           0.000           0.000           0.000
     03/02/2002           2002             34        172.969           42.8              0              0            0.0            0.0            0.0           15.0          0.000          0.386          0.331           42.8            0.8            0.4            0.2            0.0            0.0            0.0          0.000          0.000         3762.3            0.0          0.000            0.0            1.4          0.000          1.805           2.57          0.000           0.000           0.000           0.000
     04/02/2002           2002             35        167.663           42.8              0              0            0.0            0.0            0.0           15.1          0.000          0.386          0.318           42.8            0.8            0.4            0.2            0.0            0.0            0.0          0.000          0.000         3910.5            0.0          0.000            0.0            1.4          0.000          1.787           2.55          0.000           0.012           0.000           0.000
     05/02/2002           2002             36        162.868           42.9              0              0            0.0            0.0            0.0           15.3          0.000          0.386          0.308           42.9            0.9            0.4            0.2            0.0            0.0            0.0          0.000          0.000         4062.2            0.0          0.000            0.0            1.5          0.000          1.770           2.53          0.000           0.078           0.000           0.000
     06/02/2002           2002             37        158.419           43.2              0              0            0.0            0.0            0.0           15.6          0.000          0.386          0.300           43.2            0.9            0.3            0.2            0.0            0.0            0.0          0.000          0.000         4209.2            0.0          0.000            0.0            1.5          0.000          1.753           2.51          0.000           0.125           0.025           0.000
     07/02/2002           2002             38        154.227           42.3              0              0            0.0            0.0            0.0           15.3          0.000          0.386          0.293           42.3            0.9            0.3            0.2            0.0            0.0            0.0          0.000          0.000         4346.6           50.1          0.000            0.0            1.5          0.000          1.734           2.49          0.000           0.192           0.092           0.000
     08/02/2002           2002             39        150.327           41.3              0              0            0.0            0.0            0.0           15.0          0.000          0.386          0.287           41.3            0.9            0.3            0.2            0.0            0.0            0.0          0.000          0.000         4485.4          105.9          0.000            0.0            1.4          0.000          1.714           2.46          0.000           0.082           0.000           0.000
     09/02/2002           2002             40        146.745           40.3              0              0            0.0            0.0            0.0           14.7          0.000          0.386          0.281           40.3            0.8            0.3            0.2            0.0            0.0            0.0          0.000          0.000         4631.7          164.7          0.000            0.0            1.4          0.000          1.690           2.43          0.000           0.044           0.000           0.000
     10/02/2002           2002             41        143.170           39.4              0              0            0.0            0.0            0.0           14.4          0.000          0.386          0.276           39.4            0.8            0.3            0.2            0.0            0.0            0.0          0.000          0.000         4769.3          222.1          0.000            0.0            1.3          0.000          1.662           2.40          0.000           0.178           0.078           0.000
     11/02/2002           2002             42        139.776           38.7              0              0            0.0            0.0            0.0           14.2          0.000          0.386          0.271           38.7            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000         4894.9          280.6          0.000            0.0            1.3          0.000          1.633           2.36          0.000           0.257           0.157           0.000
     12/02/2002           2002             43        136.557           38.1              0              0            0.0            0.0            0.0           14.0          0.000          0.386          0.266           38.1            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000         5004.2          337.1          0.000            0.0            1.2          0.000          1.606           2.31          0.000           0.228           0.128           0.000
     13/02/2002           2002             44        133.640           37.7              0              0            0.0            0.0            0.0           13.9          0.000          0.386          0.262           37.7            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000         5123.3          489.2          0.000            0.0            1.1          0.000          1.576           2.19          0.000           0.046           0.000           0.000
     14/02/2002           2002             45        130.733           37.3              0              0            0.0            0.0            0.0           13.8          0.000          0.386          0.259           37.3            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000         5226.4          636.1          0.000            0.0            1.0          0.000          1.527           2.05          0.000           0.407           0.307           0.000
     15/02/2002           2002             46        127.970           36.9              0              0            0.0            0.0            0.0           13.7          0.000          0.386          0.255           36.9            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000         5313.5          774.8          0.000            0.0            1.0          0.000          1.466           1.91          0.000           0.505           0.405           0.000
     16/02/2002           2002             47        125.344           36.5              0              0            0.0            0.0            0.0           13.7          0.000          0.386          0.252           36.5            0.5            0.2            0.2            0.0            0.0            0.0          0.000          0.000         5396.6          910.5          0.000            0.0            1.0          0.000          1.405           1.78          0.000           0.514           0.414           0.000
     17/02/2002           2002             48        122.846           36.2              0              0            0.0            0.0            0.0           13.6          0.000          0.386          0.249           36.2            0.5            0.2            0.1            0.0            0.0            0.0          0.000          0.000         5473.7         1054.4          0.000            0.0            1.0          0.000          1.345           1.64          0.000           0.530           0.430           0.000
     18/02/2002           2002             49        120.469           36.0              0              0            0.0            0.0            0.0           13.6          0.000          0.386          0.247           36.0            0.5            0.2            0.1            0.0            0.0            0.0          0.000          0.000         5548.6         1200.6          0.000            0.0            0.9          0.000          1.286           1.50          0.000           0.534           0.434           0.000
     19/02/2002           2002             50        118.206           35.7              0              0            0.0            0.0            0.0           13.6          0.000          0.386          0.244           35.7            0.5            0.2            0.1            0.0            0.0            0.0          0.000          0.000         5623.7         1350.1          0.000            0.0            0.9          0.000          1.232           1.37          0.000           0.520           0.420           0.000
     20/02/2002           2002             51        116.052           35.5              0              0            0.0            0.0            0.0           13.5          0.000          0.386          0.242           35.5            0.6            0.2            0.1            0.0            0.0            0.0          0.000          0.000         5691.5         1495.7          0.000            0.0            0.9          0.000          1.175           1.24          0.000           0.567           0.467           0.000
     21/02/2002           2002             52        114.000           35.3              0              0            0.0            0.0            0.0           13.5          0.000          0.386          0.240           35.3            0.6            0.2            0.1            0.0            0.0            0.0          0.000          0.000         5757.3         1645.5          0.000            0.0            0.9          0.000          1.120           1.11          0.000           0.567           0.467           0.000
     22/02/2002           2002             53        112.045           35.2              0              0            0.0            0.0            0.0           13.5          0.000          0.386          0.238           35.2            0.6            0.2            0.1            0.0            0.0            0.0          0.000          0.000         5823.6         1799.6          0.000            0.0            0.9          0.000          1.072           0.99          0.000           0.531           0.431           0.000
     23/02/2002           2002             54        110.181           35.0              0              0            0.0            0.0            0.0           13.5          0.000          0.386          0.236           35.0            0.6            0.2            0.1            0.0            0.0            0.0          0.000          0.000         5905.1         1964.6          0.000            0.0            0.9          0.000          1.037           0.87          0.000           0.425           0.325           0.000
     24/02/2002           2002             55        108.498           34.9              0              0            0.0            0.0            0.0           13.5          0.000          0.386          0.234           34.9            0.6            0.1            0.1            0.0            0.0            0.0          0.000          0.000         5961.9         2116.7          0.000            0.0            0.9          0.000          0.985           0.76          0.000           0.596           0.496           0.000
     25/02/2002           2002             56        107.029           34.8              0              0            0.0            0.0            0.0           13.5          0.000          0.386          0.233           34.8            0.6            0.1            0.1            0.0            0.0            0.0          0.000          0.000         6019.1         2276.0          0.000            0.0            0.8          0.000          0.942           0.66          0.000           0.543           0.443           0.000
     26/02/2002           2002             57        105.620           34.7              0              0            0.0            0.0            0.0           13.5          0.000          0.386          0.231           34.7            0.6            0.1            0.1            0.0            0.0            0.0          0.000          0.000         6078.1         2439.7          0.000            0.0            0.8          0.000          0.900           0.56          0.000           0.544           0.444           0.000
     27/02/2002           2002             58        104.267           34.6              0              0            0.0            0.0            0.0           13.5          0.000          0.386          0.230           34.6            0.6            0.1            0.1            0.0            0.0            0.0          0.000          0.000         6132.7         2601.7          0.000            0.0            0.8          0.000          0.870           0.49          0.000           0.428           0.328           0.000
