ApsimVersion = 7.5
Title = Wether Lucerne Supplement
          Date2           year dm_feed_on_offer() dm_feed_removed()            age      wt_change         weight            sex    past_intake         number cond_score_all past_intake_all supp_intake_all  fleece_wt_all fibre_diam_all        biomass          stage            lai
  (dd/mmm/yyyy)         (year)                 ()                ()            (d)         (kg/d)           (kg)             ()             ()             ()            (-)              ()              ()           (kg)           (um)        (kg/ha)             ()      (m^2/m^2)
    17/Mar/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    18/Mar/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    19/Mar/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    20/Mar/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    21/Mar/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    22/Mar/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    23/Mar/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    24/Mar/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    25/Mar/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    26/Mar/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    27/Mar/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    28/Mar/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    29/Mar/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    30/Mar/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    31/Mar/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    01/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    02/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    03/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    04/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    05/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    06/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    07/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    08/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    09/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    10/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    11/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    12/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    13/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    14/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    15/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    16/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    17/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    18/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    19/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    20/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    21/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    22/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    23/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    24/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    25/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    26/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    27/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    28/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    29/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    30/Apr/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    01/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    02/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    03/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    04/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    05/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    06/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    07/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    08/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    09/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    10/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    11/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    12/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    13/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    14/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    15/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    16/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    17/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    18/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    19/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    20/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    21/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    22/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    23/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    24/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    25/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    26/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    27/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    28/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    29/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    30/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    31/May/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    01/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    02/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    03/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    04/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    05/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    06/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    07/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    08/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    09/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    10/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    11/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    12/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    13/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    14/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    15/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    16/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    17/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    18/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    19/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    20/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    21/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    22/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    23/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    24/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    25/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    26/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    27/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    28/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    29/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    30/Jun/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    01/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    02/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    03/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    04/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    05/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    06/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    07/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    08/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    09/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    10/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    11/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    12/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    13/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    14/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    15/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    16/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    17/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    18/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    19/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    20/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    21/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    22/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    23/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    24/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    25/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    26/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    27/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    28/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    29/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    30/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    31/Jul/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    01/Aug/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    02/Aug/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    03/Aug/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    04/Aug/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    05/Aug/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    06/Aug/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    07/Aug/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    08/Aug/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    09/Aug/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    10/Aug/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    11/Aug/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    12/Aug/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    13/Aug/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    14/Aug/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    15/Aug/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    16/Aug/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    17/Aug/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    18/Aug/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    19/Aug/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    20/Aug/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    21/Aug/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    22/Aug/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    23/Aug/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    24/Aug/1943           1943              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
